,level,exp,rocket,glider,friends,likes,GameTime,NumberOfAnnotatedGraffiti,totalAnnotatedGraffiti,Graffiti_avgt,NumberOfDialoguesActivated,totalAnnotatedDialogues,Dialogue_avgt,Age,Gender,Education,General engagement
33,1,24.0,False,False,0.0,24.0,693.7369995117188,0,0,0.0,18,8,1.253558507985714,14,0.0,1.0,3.0
34,1,24.0,False,False,1.0,50.0,1326.98486328125,8,8,0.4024667803714286,10,0,0.0,14,2.0,1.0,2.0
35,1,0.0,False,False,0.0,0.0,1205.0589599609375,10,7,0.23684573285,30,10,2.125379042488889,12,2.0,0.0,4.0
36,2,11.0,False,False,0.0,64.0,965.4759521484376,8,7,0.93721353635,33,6,1.13253331186,14,0.0,1.0,4.0
37,2,3.0,False,False,0.0,8.0,903.7399291992188,22,15,1.3686666525952382,7,1,5.5310001373,15,0.0,1.0,2.0
38,1,16.0,False,False,0.0,0.0,611.8150024414062,8,3,0.6888190635571428,10,1,0.1800000072,15,0.0,1.0,2.0
39,1,72.0,False,False,0.0,48.0,798.1499633789062,6,3,0.7222136308833332,11,2,0.7550000548,15,2.0,1.0,2.0
40,1,32.0,False,False,0.0,16.0,817.0130615234375,9,3,0.8493661023625,10,2,1.8844166696,15,2.0,1.0,3.0
41,1,88.0,False,False,2.0,100.0,791.4500732421875,18,8,0.0,8,0,0.0,14,2.0,1.0,3.0
42,2,51.0,False,False,0.0,96.0,841.7510986328125,8,5,0.3162008952375,23,8,0.8917863028285715,15,2.0,1.0,2.0
43,1,88.0,False,False,0.0,0.0,979.2609252929688,11,8,1.36698190717,17,0,0.0,15,2.0,1.0,3.0
44,1,8.0,False,False,0.0,0.0,280.5379943847656,2,2,1.7649999857,5,0,0.0,15,0.0,1.0,2.0
45,1,16.0,False,False,0.0,0.0,763.2630004882812,4,4,0.7985250018333333,9,0,0.0,15,2.0,1.0,4.0
46,1,56.0,False,False,1.0,58.0,757.02294921875,2,2,2.41696667675,7,2,0.1740967631,15,2.0,1.0,2.0
47,1,80.0,False,False,0.0,72.0,368.0980224609375,1,1,0.5248000026,8,6,0.9870138466400002,15,2.0,1.0,3.0
48,2,99.0,False,False,0.0,184.0,784.2019653320312,2,2,0.42632639405,28,12,2.3206049637363635,15,2.0,1.0,2.0
49,2,3.0,False,False,0.0,88.0,816.6749267578125,4,3,0.54075197875,23,9,1.5016506575125002,15,2.0,1.0,2.0
50,1,100.0,False,False,0.0,88.0,669.43896484375,1,1,0.6885555387000001,3,10,3.657282895511112,15,2.0,1.0,3.0
51,1,56.0,False,False,0.0,32.0,717.4249877929688,4,2,0.539687495675,6,6,1.40134143828,15,2.0,1.0,2.0
52,1,32.0,False,False,0.0,16.0,752.553955078125,2,2,4.21524977685,4,3,1.04374319315,15,2.0,1.0,4.0
53,2,19.0,False,False,0.0,120.0,732.4609985351562,0,0,0.0,10,12,1.5371720736727277,15,2.0,1.0,2.0
54,1,56.0,False,False,0.0,48.0,564.885009765625,2,1,4.1785001755,10,7,2.3806453943285715,15,0.0,1.0,4.0
55,2,51.0,False,False,0.0,48.0,870.2759399414062,6,5,0.57558331492,17,7,3.3096540485,16,0.0,1.0,4.0
56,1,96.0,False,False,0.0,32.0,934.6650390625,9,8,0.7097583860250001,12,6,1.9209039708,15,2.0,1.0,4.0
57,2,59.0,True,False,0.0,0.0,838.4469604492188,21,16,0.43002059198,13,0,0.0,15,2.0,1.0,2.0
58,1,96.0,False,False,0.0,40.0,855.4739990234375,6,5,0.3946449906,45,6,1.71571503282,15,2.0,1.0,2.0
59,1,88.0,False,False,2.0,156.0,873.9299926757812,5,5,1.2625817418,22,4,0.4546157369999999,14,2.0,1.0,4.0
60,3,30.0,False,False,0.0,216.0,838.4160766601562,4,4,1.1518888473999995,25,26,0.7821776078884616,14,0.0,1.0,4.0
61,2,7.0,False,False,2.0,156.0,904.011962890625,6,6,0.7264851890333334,19,7,1.9438803196000003,14,0.0,1.0,2.0
62,2,103.0,False,False,0.0,140.0,720.9989624023438,10,10,0.6816291749500001,25,14,0.8389351665923077,14,0.0,1.0,3.0
63,2,43.0,False,False,0.0,72.0,700.6279907226562,7,6,1.0809248941285714,6,8,1.5369285941142858,14,0.0,1.0,3.0
64,2,31.0,False,False,0.0,84.0,769.2559814453125,15,7,0.9184663345333332,8,9,1.6438708231125,14,2.0,1.0,4.0
65,1,40.0,False,False,0.0,32.0,813.6570434570312,1,1,0.350333333,22,4,0.8727314968666667,14,0.0,1.0,2.0
66,2,35.0,False,False,1.0,90.0,692.8709716796875,11,11,0.4528807374545454,16,5,1.616349890825,14,0.0,1.0,2.0
67,1,72.0,False,False,1.0,106.0,733.282958984375,3,2,0.2280777742333333,12,9,0.7822847478,14,0.0,1.0,3.0
68,1,28.0,False,False,0.0,16.0,243.4840087890625,3,3,0.7994000117000001,3,2,1.0735000372,14,0.0,1.0,2.0
69,1,60.0,False,False,1.0,50.0,775.991943359375,8,6,1.9581607111714288,11,0,0.0,14,0.0,1.0,3.0
70,1,88.0,False,False,1.0,82.0,762.2369995117188,15,7,0.8815588822000001,2,4,1.4628446002999995,14,2.0,1.0,4.0
71,2,59.0,False,False,2.0,228.0,716.3038940429688,4,2,0.2258750051,39,19,1.0871809619157895,14,0.0,1.0,4.0
72,1,56.0,False,False,0.0,56.0,720.4869995117188,0,0,0.0,22,9,0.8332618158125,14,0.0,1.0,4.0
73,1,0.0,False,False,0.0,0.0,140.76499938964844,0,0,0.0,0,2,0.0,14,0.0,1.0,2.0
74,2,103.0,False,False,0.0,204.0,684.123046875,1,1,0.5904999971,5,20,0.8356793969947369,14,1.0,1.0,2.0
75,2,3.0,False,False,0.0,60.0,644.5658569335938,8,5,0.340774995275,6,9,1.3746922314125,13,0.0,0.0,4.0
76,1,24.0,False,False,0.0,0.0,486.33001708984375,7,5,0.2982583365142857,23,0,0.0,14,2.0,1.0,4.0
77,1,80.0,False,False,0.0,32.0,775.1141357421875,14,6,0.8100676850428572,27,5,0.8422666788,14,0.0,1.0,2.0
78,2,31.0,True,False,1.0,130.0,846.7019653320312,7,6,0.3365190412142857,16,8,1.134797666757143,14,0.0,1.0,3.0
79,1,52.0,False,False,1.0,50.0,688.77001953125,7,5,1.0460982124,36,1,0.8709999919,14,0.0,1.0,2.0
80,3,98.0,True,True,2.0,368.0,797.430908203125,4,3,0.321126393975,17,32,0.628625765429032,14,1.0,1.0,4.0
81,1,40.0,False,False,0.0,8.0,765.843017578125,11,6,0.8046628683818181,26,2,1.5065000057,14,1.0,1.0,3.0
82,2,19.0,True,False,1.0,146.0,674.2730102539062,3,3,0.2216613839,5,9,0.6762642301625,14,1.0,1.0,3.0
83,3,30.0,False,False,1.0,186.0,982.3970947265624,22,12,0.3698538202523809,42,20,0.6582850386473683,14,2.0,1.0,2.0
84,2,11.0,False,False,1.0,98.0,1272.796142578125,13,9,0.929375682025,30,6,0.7054341236833334,14,0.0,1.0,4.0
85,3,58.0,False,False,1.0,186.0,1252.60302734375,21,15,0.46963806153,41,13,0.9988673191692308,14,0.0,1.0,3.0
86,2,7.0,False,False,0.0,64.0,1134.083984375,5,5,1.51503281594,14,7,1.4493583291833334,14,0.0,1.0,3.0
87,2,43.0,False,False,0.0,100.0,1134.349853515625,8,4,0.3445484702142857,29,9,1.4619407024555555,14,1.0,1.0,4.0
88,2,3.0,False,False,0.0,16.0,665.3610229492188,22,10,0.4367346839952381,25,2,0.65910605345,14,2.0,1.0,4.0
89,1,80.0,False,False,1.0,82.0,918.6788940429688,9,6,0.5752185194,23,8,1.06141785088,14,0.0,1.0,2.0
90,3,94.0,True,True,5.0,442.0,1311.5628662109375,16,15,0.47010811743125,36,22,0.7405810696714286,14,0.0,1.0,3.0
91,1,16.0,False,False,3.0,158.0,979.3250122070312,1,1,0.0,14,2,1.16216668485,14,0.0,1.0,4.0
92,3,54.0,True,False,0.0,200.0,1158.4541015625,11,7,0.8212035610090909,21,27,1.1379173650153849,14,0.0,1.0,4.0
93,2,39.0,True,False,0.0,64.0,1132.89599609375,11,8,0.72535000741,16,7,0.7237428746142858,14,0.0,1.0,4.0
94,2,75.0,False,False,0.0,136.0,933.9029541015624,7,7,0.6390571274857143,5,12,1.7801671732454545,14,0.0,1.0,2.0
95,2,107.0,False,False,0.0,168.0,1215.05078125,7,5,1.0366082745,22,19,1.1245126343333334,13,0.0,0.0,3.0
96,2,87.0,True,True,1.0,186.0,1264.755859375,10,7,1.85310475528,27,11,2.54008986055,14,0.0,1.0,2.0
97,2,71.0,False,False,1.0,162.0,1100.822998046875,14,7,0.5068894483571429,33,14,1.246573604633333,13,0.0,0.0,2.0
98,3,106.0,True,False,2.0,364.0,1198.06884765625,17,9,0.1791917571647059,6,28,0.8088671493259261,14,0.0,1.0,3.0
99,2,11.0,False,False,0.0,24.0,1119.550048828125,15,9,0.8771056107071428,36,4,2.6934583187,14,0.0,1.0,3.0
100,1,88.0,False,False,2.0,172.0,729.875,2,2,0.3083333373,14,8,1.36135553195,14,0.0,1.0,2.0
101,1,60.0,False,False,2.0,140.0,1028.9530029296875,3,1,1.3404166698666666,8,2,1.359143734,13,0.0,0.0,4.0
102,1,0.0,False,False,2.0,100.0,1129.132080078125,2,2,1.1155000031,15,0,0.0,13,2.0,0.0,3.0
103,4,122.0,False,False,0.0,200.0,1346.6832275390625,19,13,0.7955383911421053,9,11,1.2712509523727271,13,2.0,0.0,3.0
104,6,211.0,True,False,1.0,850.0,1633.118896484375,40,7,0.7800419725475,49,42,1.094755882314286,13,0.0,0.0,3.0
105,1,20.0,False,False,2.0,100.0,859.72998046875,3,1,0.4074285626333333,7,0,0.0,13,0.0,0.0,2.0
106,1,60.0,False,False,2.0,160.0,1083.0439453125,0,0,0.0,16,4,3.18806403875,13,2.0,0.0,2.0
107,4,62.0,False,False,2.0,400.0,1504.9100341796875,6,5,0.5646027674333333,33,16,0.7738676136375,13,0.0,0.0,3.0
108,1,40.0,False,False,2.0,100.0,1048.0870361328125,12,3,0.7599494122,36,0,0.0,13,2.0,0.0,2.0
109,4,124.0,False,False,1.0,432.0,897.2510375976562,5,5,0.85628215076,12,40,0.0440113042857142,13,0.0,0.0,2.0
110,3,30.0,True,False,0.0,160.0,1212.52099609375,6,4,1.1404702787666667,62,11,0.954896211618182,13,0.0,0.0,2.0
111,2,19.0,False,False,0.0,20.0,1256.866943359375,10,6,1.0443990290099998,38,1,0.3459999859,13,2.0,0.0,3.0
112,2,99.0,False,False,1.0,150.0,1154.3970947265625,7,6,1.0062198255714283,8,5,0.77677939534,13,2.0,0.0,2.0
113,1,20.0,False,False,1.0,50.0,1066.638916015625,2,2,0.0,4,0,0.0,12,0.0,0.0,4.0
114,1,0.0,False,False,0.0,0.0,270.4590148925781,1,1,2.3906667233,2,0,0.0,13,2.0,0.0,3.0
115,5,197.0,False,False,0.0,560.0,1528.6497802734375,10,7,2.48314085602,18,29,1.1509336263931034,13,0.0,0.0,2.0
116,4,82.0,True,False,0.0,240.0,1211.0819091796875,15,11,0.4264072964666667,18,13,0.9939331154461536,13,0.0,0.0,3.0
117,1,80.0,False,False,2.0,160.0,819.3629760742188,1,1,0.28580001,10,4,2.582666665325,13,0.0,0.0,2.0
118,3,10.0,False,False,2.0,300.0,1144.5760498046875,1,1,0.5640000105,33,13,0.7270840915583334,12,0.0,0.0,2.0
119,4,2.0,False,False,2.0,300.0,1036.5499267578125,9,7,0.505944973911111,28,11,2.41319332122,12,2.0,0.0,3.0
120,1,80.0,False,False,0.0,0.0,662.16796875,8,5,0.6483464113142857,4,0,0.0,11,2.0,1.0,4.0
121,3,70.0,True,False,2.0,300.0,1071.0079345703125,6,5,0.3179791644166667,17,11,1.5427666649299998,12,0.0,0.0,3.0
122,4,42.0,False,False,2.0,420.0,1235.5460205078125,6,4,1.3462420801166666,37,16,1.4131866772933337,12,2.0,0.0,3.0
123,2,59.0,False,False,0.0,60.0,938.1900024414062,8,6,0.5771590258428573,15,3,1.2968461315,11,0.0,1.0,4.0
124,4,2.0,False,False,0.0,280.0,773.365966796875,6,3,0.5972476254000001,5,15,2.1559833047538466,12,2.0,0.0,4.0
125,2,79.0,False,False,1.0,190.0,725.3070068359375,3,3,2.13606244325,8,8,0.6211770884750001,11,0.0,1.0,3.0
126,2,99.0,True,False,0.0,100.0,1080.3360595703125,5,5,0.7243716657200001,11,7,2.526156783116667,12,0.0,0.0,4.0
127,9,566.0,True,True,2.0,2449.0,1316.4769287109375,17,16,0.6939481865058824,17,129,0.4467966632931624,11,0.0,1.0,1.0
128,3,10.0,True,False,1.0,170.0,868.4539794921875,5,5,0.74394475222,13,7,0.90970954,12,0.0,0.0,3.0
129,8,30.0,False,False,0.0,1380.0,1103.330810546875,20,7,0.8201166387000001,11,83,0.7563884908240964,12,2.0,0.0,4.0
130,1,20.0,False,False,0.0,0.0,663.7999877929688,5,2,0.0,0,0,0.0,11,2.0,1.0,3.0
131,3,10.0,False,False,1.0,170.0,816.4290161132812,5,5,1.50525124072,44,11,0.220745263,12,0.0,0.0,3.0
132,5,197.0,False,False,0.0,640.0,770.4488525390625,4,3,1.26117559895,18,40,0.9009475935333332,12,0.0,0.0,3.0
133,1,100.0,False,False,0.0,0.0,916.7039794921876,13,5,1.0346331338666668,15,1,2.4763998985,11,1.0,1.0,4.0
134,2,59.0,False,False,2.0,220.0,941.14599609375,2,2,1.33049994705,26,7,0.7689020136833333,12,2.0,0.0,4.0
135,1,80.0,False,False,0.0,40.0,766.7559814453125,2,2,2.7563333511,11,4,1.408034704625,13,2.0,0.0,4.0
136,1,20.0,False,False,0.0,0.0,584.6260375976562,3,1,0.0,0,0,0.0,13,2.0,0.0,4.0
137,1,100.0,False,False,0.0,20.0,977.5899658203124,5,4,0.5179374963,18,1,1.3883333206,13,0.0,0.0,4.0
138,1,80.0,False,False,0.0,20.0,655.22900390625,4,3,0.3059364979333334,18,1,12.5380001068,12,0.0,0.0,4.0
139,3,30.0,False,False,0.0,220.0,729.177001953125,2,1,0.96658334135,26,12,1.467625670977778,13,2.0,0.0,2.0
140,1,60.0,False,False,0.0,20.0,793.5509643554688,4,3,2.0115161389,2,1,0.0,13,1.0,0.0,4.0
141,1,80.0,False,False,0.0,40.0,423.3179931640625,3,2,1.69183331725,9,2,0.7477499843000001,12,1.0,0.0,4.0
142,1,60.0,False,False,0.0,0.0,641.4730224609375,4,4,0.8141732215749999,4,0,0.0,13,1.0,0.0,3.0
143,1,0.0,False,False,0.0,0.0,294.9460144042969,0,0,0.0,0,0,0.0,13,1.0,0.0,3.0
144,1,60.0,False,False,0.0,0.0,895.06201171875,5,3,0.8446053639000002,21,1,4.9454441071,13,1.0,0.0,4.0
145,2,19.0,False,False,2.0,120.0,587.6729125976562,11,5,0.0,5,2,0.0,13,0.0,0.0,3.0
146,2,19.0,False,False,0.0,60.0,921.926025390625,3,3,0.5931545645,23,4,1.117294445625,13,2.0,0.0,4.0
147,2,79.0,False,False,0.0,180.0,928.93408203125,0,0,0.0,14,11,5.570154581742857,13,0.0,0.0,4.0
148,1,100.0,False,False,0.0,80.0,851.844970703125,2,2,3.4573124647,2,4,1.4930270115666666,13,0.0,0.0,4.0
149,1,0.0,False,False,0.0,0.0,137.2169952392578,0,0,0.0,0,0,0.0,13,0.0,0.0,0.0
150,1,0.0,False,False,0.0,0.0,15.470000267028809,0,0,0.0,0,0,0.0,13,2.0,0.0,4.0
151,1,0.0,False,False,0.0,0.0,303.9979858398437,0,0,0.0,0,0,0.0,12,0.0,0.0,4.0
152,1,20.0,False,False,0.0,0.0,860.802978515625,10,2,1.18216666879,13,0,0.0,13,0.0,0.0,4.0
153,3,10.0,False,False,0.0,60.0,1293.699951171875,11,9,2.921914501627273,4,3,3.3522142768,13,0.0,0.0,2.0
154,1,80.0,False,False,2.0,100.0,525.4999389648438,6,4,1.10728667974,10,0,0.0,13,0.0,0.0,3.0
155,2,19.0,False,False,0.0,100.0,583.3050537109375,1,1,1.7274999619,1,6,0.5600805531,13,0.0,0.0,2.0
156,1,80.0,False,False,1.0,130.0,982.9229736328124,0,0,0.0,18,5,5.0070833365,13,0.0,0.0,2.0
157,1,100.0,False,False,0.0,40.0,682.4319458007812,4,4,0.80010555685,3,2,1.600333333,12,0.0,0.0,3.0
158,4,102.0,False,False,0.0,0.0,922.7440795898438,35,22,0.6748833775705884,10,0,0.0,13,2.0,0.0,3.0
159,2,99.0,False,False,1.0,70.0,1104.5,17,11,0.74510737695,20,2,0.0638333336,13,2.0,0.0,2.0
160,4,2.0,False,False,1.0,350.0,1256.0111083984375,4,4,0.32445208355,9,17,1.106082672,13,0.0,0.0,4.0
161,1,20.0,False,False,1.0,50.0,808.987060546875,1,1,0.0,4,1,3.2620000839,13,0.0,0.0,2.0
162,3,10.0,False,False,0.0,80.0,1069.6590576171875,8,8,0.8344614245,28,4,2.1454444527666667,13,2.0,0.0,2.0
163,2,39.0,False,False,0.0,80.0,602.0709838867188,4,4,0.50760973245,7,5,1.13766784965,13,2.0,0.0,3.0
164,1,0.0,False,False,0.0,0.0,57.95000076293945,1,1,0.0,0,0,0.0,13,0.0,0.0,4.0
165,1,40.0,False,False,3.0,170.0,1052.0819091796875,1,1,0.0,11,2,3.03474998475,13,0.0,0.0,2.0
166,5,17.0,False,False,0.0,460.0,1062.51708984375,15,3,0.2157793648199999,49,29,0.7800824773346154,12,0.0,0.0,2.0
167,1,0.0,False,False,0.0,0.0,597.4130249023438,1,1,0.0,8,0,0.0,12,0.0,0.0,3.0
168,1,16.0,False,False,0.0,8.0,856.9930419921875,2,2,0.8540000319000001,7,2,0.24458929155,13,0.0,0.0,2.0
169,1,32.0,False,False,0.0,24.0,912.0159912109376,3,2,0.3877083261666667,31,4,0.39300000665,12,0.0,0.0,2.0
170,2,75.0,True,False,0.0,96.0,877.2518920898438,11,9,0.8172595501000001,14,10,0.9300247662666667,12,0.0,0.0,3.0
171,1,88.0,False,False,1.0,138.0,977.388916015625,0,0,0.0,9,19,1.3117305764,12,0.0,0.0,2.0
172,1,84.0,False,False,0.0,60.0,519.70703125,5,3,0.7731095016000001,5,6,2.6291133523,12,2.0,0.0,4.0
173,1,88.0,False,False,1.0,122.0,868.6280517578125,3,3,1.5191222032000002,29,14,1.5868887454307696,12,2.0,0.0,4.0
174,2,103.0,False,False,0.0,136.0,914.7019653320312,9,9,0.8774413665222224,12,14,0.812165196123077,12,0.0,0.0,3.0
175,1,56.0,False,False,0.0,8.0,937.6140747070312,10,7,2.6279130710444445,11,3,2.7813333670333336,13,1.0,0.0,4.0
176,5,109.0,False,False,1.0,610.0,931.9759521484376,7,5,1.1601618741285715,13,86,0.536427820354054,12,0.0,0.0,1.0
177,1,64.0,False,False,1.0,82.0,1093.02001953125,9,4,0.966814217625,6,6,2.4804552197600005,13,2.0,0.0,1.0
178,1,40.0,False,False,0.0,8.0,1195.81689453125,8,6,2.916055281242857,16,1,2.2009999752,13,2.0,0.0,4.0
179,1,16.0,False,False,0.0,0.0,1109.16796875,8,3,0.6047287391857142,15,0,0.0,12,2.0,0.0,2.0
180,1,24.0,False,False,0.0,0.0,1141.715087890625,8,4,0.9575158565142856,21,0,0.0,12,2.0,0.0,3.0
181,1,16.0,False,False,0.0,0.0,1036.2071533203125,13,3,1.3917291536916665,19,0,0.0,12,2.0,0.0,3.0
182,1,72.0,False,False,0.0,64.0,1085.4539794921875,2,1,1.85800004005,5,7,0.7820119013333332,12,0.0,0.0,4.0
183,2,11.0,False,False,0.0,96.0,930.6670532226562,2,2,1.618999958,17,15,1.3728791972000003,12,0.0,0.0,2.0
184,1,0.0,False,False,0.0,0.0,499.3340148925781,0,0,0.0,0,1,0.0,12,0.0,0.0,4.0
185,1,40.0,False,False,0.0,0.0,1210.3900146484375,8,3,0.4998380889,7,1,0.4203333557,12,0.0,0.0,4.0
186,1,80.0,False,False,0.0,32.0,1082.6279296875,6,6,1.2178819775666667,7,4,2.214629689866667,11,2.0,0.0,0.0
187,1,56.0,False,False,0.0,48.0,574.9620361328125,1,1,0.494999975,8,8,3.4929761673714284,12,0.0,0.0,4.0
188,1,64.0,False,False,0.0,48.0,707.9769897460938,7,4,0.5478892922428572,10,7,2.2341452241,12,0.0,0.0,4.0
189,2,63.0,False,True,0.0,0.0,1232.6619873046875,15,11,0.0,2,0,0.0,12,0.0,0.0,4.0
190,2,23.0,False,False,0.0,76.0,720.8049926757812,4,4,0.9168856939,4,11,1.7141098407272723,12,0.0,0.0,3.0
191,1,16.0,False,False,0.0,0.0,588.4609985351562,3,3,0.0,0,0,0.0,12,2.0,0.0,2.0
192,1,92.0,False,False,2.0,176.0,816.4551391601562,2,2,0.4202222228,38,11,1.37081665994,12,0.0,0.0,2.0
193,1,32.0,False,False,0.0,0.0,289.1430053710937,4,3,1.891814798133333,3,0,0.0,12,0.0,0.0,3.0
194,1,0.0,False,False,0.0,0.0,136.052001953125,2,2,0.1811666638,3,0,0.0,12,0.0,0.0,2.0
195,1,88.0,False,False,0.0,64.0,671.7960205078125,3,3,0.6904222021333334,22,8,1.5890421569428574,12,2.0,0.0,3.0
196,1,40.0,False,False,0.0,0.0,671.10302734375,11,7,1.1590333402,9,0,0.0,12,2.0,0.0,3.0
197,1,0.0,False,False,0.0,0.0,191.3769989013672,1,1,0.0,1,0,0.0,12,2.0,0.0,3.0
198,1,8.0,False,False,1.0,50.0,515.8389892578125,2,2,0.926666677,10,0,0.0,12,2.0,0.0,3.0
199,1,68.0,False,False,0.0,0.0,658.52197265625,11,6,1.0161533326,9,0,0.0,12,0.0,0.0,2.0
200,1,16.0,False,False,0.0,0.0,265.06298828125,6,4,0.7495166659400001,4,0,0.0,11,0.0,0.0,2.0
201,1,8.0,False,False,0.0,0.0,228.16900634765625,2,2,0.4943749905,5,0,0.0,12,0.0,0.0,4.0
202,1,32.0,False,False,0.0,0.0,658.9280395507812,9,6,0.5301559613875,22,0,0.0,11,0.0,0.0,4.0
203,2,3.0,False,False,1.0,102.0,737.0070190429688,8,7,0.705983038975,24,5,1.456816658375,12,2.0,0.0,4.0
204,1,48.0,False,False,0.0,24.0,592.25,3,3,0.7545035481333334,3,5,4.701074957825,12,2.0,0.0,3.0
205,2,19.0,False,False,2.0,180.0,703.117919921875,4,4,0.5098250061333334,13,7,1.2819551399999998,12,0.0,0.0,4.0
206,1,76.0,False,False,0.0,52.0,864.5020141601562,5,5,0.4412208423,21,6,1.534597223016667,12,2.0,0.0,3.0
207,2,43.0,False,False,2.0,172.0,1108.2459716796875,8,7,0.5882634818428573,21,12,0.7844225005545454,12,0.0,0.0,4.0
208,1,64.0,False,False,1.0,50.0,1035.7890625,13,8,2.842053264358333,2,0,0.0,12,2.0,0.0,4.0
209,1,56.0,False,False,1.0,50.0,1002.5279541015624,11,9,0.7518384486500002,24,0,0.0,12,2.0,0.0,4.0
210,2,11.0,False,False,3.0,166.0,1096.52587890625,11,11,1.3206755329181818,13,6,2.43014999628,11,0.0,0.0,4.0
211,1,48.0,False,False,0.0,0.0,1069.360107421875,7,6,2.0726986130166662,21,0,0.0,12,1.0,0.0,4.0
212,1,52.0,False,False,2.0,100.0,1105.1290283203125,7,7,1.1291634738333334,48,0,0.0,12,0.0,0.0,2.0
213,1,72.0,False,False,2.0,140.0,1166.9918212890625,5,4,1.3341749697799998,15,6,1.80811878444,12,0.0,0.0,3.0
